energy_production_peak,nbr_on,reserve_primary_up_on_peak,reserve_primary_down_peak,reserve_tertiary2_up_on_peak,reserve_tertiary2_up_off_peak,reserve_tertiary2_down_peak
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,2.0,5.999999999999488,0.0,0.0,0.0,0.0
291.0,6.0,0.0,0.0,213.00000000000043,0.0,0.0
436.5,9.0,400.50000000000074,0.0,0.0,0.0,0.0
582.0,12.0,507.0,0.0,65.00000000000045,0.0,0.0
873.0,18.0,585.0,0.0,222.00000000000045,0.0,0.0
969.9999999999999,20.0,596.0,0.0,351.00000000000136,0.0,0.0
873.0,18.0,62.999999999999915,1.0980927111671663e-13,810.0000000000001,610.0000000000005,0.0
630.5,13.000000000000002,585.0,0.0,45.500000000000114,1219.4999999999995,1.0980927111671663e-13
921.5,19.0,66.4999999999999,2.1961854223343326e-13,854.9999999999999,497.49999999999915,0.0
1115.5,23.0,31.499999999999773,0.0,1035.0,0.0,0.0
921.5,19.0,48.49999999999994,0.0,854.9999999999999,0.0,0.0
824.5,17.0,535.0,0.0,258.5000000000007,0.0,0.0
484.99999999999994,10.0,20.000000000000455,0.0,449.99999999999994,0.0,0.0
291.0,6.0,0.0,0.0,239.00000000000045,0.0,0.0
145.5,3.0,27.500000000000398,0.0,0.0,0.0,0.0
145.5,3.0,57.50000000000091,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0
