nbr_on,nb_off_primary,nb_off_secondary
1.0,0.25555555555555554,0.2
1.0,0.2777777777777778,0.22105263157894733
2.0,0.39999999999999997,0.28421052631578947
2.0,0.4555555555555556,0.3157894736842105
3.0,0.5888888888888889,0.38947368421052625
4.0,0.6444444444444445,0.4210526315789473
4.0,0.6666666666666667,0.44210526315789467
5.0,0.7333333333333334,0.4736842105263157
5.0,0.7666666666666666,0.4947368421052631
5.0,0.8111111111111111,0.5263157894736842
6.0,0.9333333333333333,0.5894736842105261
6.0,0.8777777777777779,0.5578947368421052
5.0,0.7777777777777778,0.5052631578947367
4.0,0.6777777777777778,0.44210526315789467
4.0,0.6222222222222222,0.41052631578947363
4.0,0.6444444444444445,0.4210526315789473
3.0,0.5222222222222223,0.35789473684210527
3.0,0.5,0.3473684210526315
3.0,0.4888888888888889,0.3368421052631579
2.0,0.4555555555555556,0.3157894736842105
2.0,0.26666666666666666,0.21052631578947364
2.0,0.25555555555555554,0.2
1.0,0.21111111111111114,0.17894736842105263
1.0,0.23333333333333334,0.18947368421052632
1.0,0.19999999999999998,0.17894736842105263
1.0,0.21111111111111114,0.17894736842105263
2.0,0.26666666666666666,0.21052631578947364
3.0,0.35555555555555557,0.2631578947368421
4.0,0.37777777777777777,0.27368421052631575
4.0,0.39999999999999997,0.28421052631578947
5.0,0.4555555555555556,0.3157894736842105
5.0,0.4777777777777778,0.3368421052631579
6.0,0.5111111111111111,0.3473684210526315
6.0,0.5666666666666667,0.37894736842105264
6.0,0.5666666666666667,0.37894736842105264
6.0,0.5333333333333333,0.36842105263157887
6.0,0.5333333333333333,0.36842105263157887
5.0,0.4555555555555556,0.3157894736842105
5.0,0.4777777777777778,0.3263157894736842
5.0,0.4444444444444445,0.3157894736842105
4.0,0.3888888888888889,0.28421052631578947
3.0,0.35555555555555557,0.2631578947368421
4.0,0.39999999999999997,0.28421052631578947
3.0,0.3111111111111111,0.2421052631578947
2.0,0.21111111111111114,0.17894736842105263
2.0,0.19999999999999998,0.17894736842105263
2.0,0.19999999999999998,0.17894736842105263
1.0,0.17777777777777778,0.15789473684210525
2.0,0.19999999999999998,0.16842105263157894
2.0,0.21111111111111114,0.17894736842105263
3.0,0.22222222222222224,0.18947368421052632
4.0,0.25555555555555554,0.21052631578947364
4.0,0.26666666666666666,0.21052631578947364
5.0,0.3,0.23157894736842102
5.0,0.2888888888888889,0.22105263157894733
6.0,0.32222222222222224,0.2421052631578947
6.0,0.34444444444444444,0.2526315789473684
7.0,0.3666666666666667,0.27368421052631575
7.0,0.37777777777777777,0.27368421052631575
7.0,0.3666666666666667,0.27368421052631575
7.0,0.35555555555555557,0.2631578947368421
6.0,0.3111111111111111,0.2421052631578947
6.0,0.32222222222222224,0.2421052631578947
5.0,0.3111111111111111,0.23157894736842102
4.0,0.26666666666666666,0.21052631578947364
4.0,0.25555555555555554,0.21052631578947364
4.0,0.26666666666666666,0.21052631578947364
4.0,0.25555555555555554,0.21052631578947364
2.0,0.5666666666666667,0.37894736842105264
2.0,0.6111111111111112,0.41052631578947363
2.0,0.4666666666666667,0.3263157894736842
2.0,0.5111111111111111,0.3473684210526315
2.0,0.4444444444444445,0.3157894736842105
2.0,0.5222222222222223,0.35789473684210527
2.0,0.6333333333333333,0.4210526315789473
4.0,0.8666666666666667,0.5578947368421052
4.0,0.9555555555555556,0.5999999999999999
4.0,1.1333333333333333,0.7052631578947368
4.0,1.1444444444444446,0.7157894736842105
4.0,1.3222222222222224,0.8105263157894737
4.0,1.4666666666666668,0.894736842105263
4.0,1.5222222222222221,0.9263157894736841
4.0,1.5999999999999999,0.9684210526315788
4.0,1.5999999999999999,0.9684210526315788
4.0,1.4000000000000001,0.8526315789473683
4.0,1.2777777777777777,0.7894736842105263
4.0,1.2333333333333334,0.7578947368421053
4.0,1.1555555555555557,0.7157894736842105
4.0,1.011111111111111,0.631578947368421
4.0,0.9,0.5684210526315789
4.0,0.8777777777777779,0.5578947368421052
3.0,0.7333333333333334,0.4736842105263157
3.0,0.37777777777777777,0.27368421052631575
2.0,0.3666666666666667,0.2631578947368421
2.0,0.3111111111111111,0.2421052631578947
2.0,0.3,0.23157894736842102
2.0,0.32222222222222224,0.2421052631578947
2.0,0.33333333333333337,0.2526315789473684
3.0,0.4111111111111111,0.2947368421052631
4.0,0.4888888888888889,0.3368421052631579
4.0,0.5333333333333333,0.36842105263157887
5.0,0.5888888888888889,0.4
5.0,0.6333333333333333,0.4210526315789473
6.0,0.7333333333333334,0.4736842105263157
6.0,0.7444444444444445,0.4842105263157894
6.0,0.8222222222222222,0.5263157894736842
6.0,0.8666666666666667,0.5473684210526315
6.0,0.8111111111111111,0.5263157894736842
6.0,0.7555555555555555,0.4842105263157894
6.0,0.6666666666666667,0.44210526315789467
6.0,0.6666666666666667,0.44210526315789467
5.0,0.5777777777777778,0.38947368421052625
5.0,0.5444444444444445,0.36842105263157887
4.0,0.4888888888888889,0.3368421052631579
4.0,0.5111111111111111,0.3473684210526315
3.0,0.4444444444444445,0.3157894736842105
